--- starting test-server on 4311 ---
{"level":30,"time":1759230193227,"pid":57816,"hostname":"MacBookAir.net","msg":"Server listening at http://127.0.0.1:4311"}
{"level":30,"time":1759230193385,"pid":57816,"hostname":"MacBookAir.net","reqId":"req-1","route":"/health","statusCode":200,"durationMs":13.738084,"msg":"request completed"}
{"level":30,"time":1759230290672,"pid":57816,"hostname":"MacBookAir.net","reqId":"req-2","route":"/ready","statusCode":200,"durationMs":7.513167,"msg":"request completed"}
{"level":30,"time":1759230291272,"pid":57816,"hostname":"MacBookAir.net","reqId":"req-3","route":"/draft-flows","statusCode":200,"durationMs":0.944958,"msg":"request completed"}
{"level":30,"time":1759230291274,"pid":57816,"hostname":"MacBookAir.net","reqId":"req-4","route":"/draft-flows","statusCode":200,"durationMs":0.5835,"msg":"request completed"}
{"level":30,"time":1759230291276,"pid":57816,"hostname":"MacBookAir.net","reqId":"req-5","route":"/draft-flows","statusCode":200,"durationMs":0.9015,"msg":"request completed"}
{"level":30,"time":1759230291277,"pid":57816,"hostname":"MacBookAir.net","reqId":"req-6","route":"/draft-flows","statusCode":200,"durationMs":0.403833,"msg":"request completed"}
{"level":30,"time":1759230291277,"pid":57816,"hostname":"MacBookAir.net","reqId":"req-7","route":"/draft-flows","statusCode":200,"durationMs":0.229,"msg":"request completed"}
{"level":30,"time":1759230291277,"pid":57816,"hostname":"MacBookAir.net","reqId":"req-8","route":"/draft-flows","statusCode":200,"durationMs":0.200667,"msg":"request completed"}
{"level":30,"time":1759230291278,"pid":57816,"hostname":"MacBookAir.net","reqId":"req-9","route":"/draft-flows","statusCode":200,"durationMs":0.220166,"msg":"request completed"}
{"level":30,"time":1759230291280,"pid":57816,"hostname":"MacBookAir.net","reqId":"req-a","route":"/draft-flows","statusCode":200,"durationMs":1.043084,"msg":"request completed"}
{"level":30,"time":1759230291281,"pid":57816,"hostname":"MacBookAir.net","reqId":"req-b","route":"/draft-flows","statusCode":200,"durationMs":0.137,"msg":"request completed"}
{"level":30,"time":1759230291281,"pid":57816,"hostname":"MacBookAir.net","reqId":"req-c","route":"/draft-flows","statusCode":200,"durationMs":0.207375,"msg":"request completed"}
{"level":30,"time":1759230291282,"pid":57816,"hostname":"MacBookAir.net","reqId":"req-d","route":"/draft-flows","statusCode":200,"durationMs":0.179875,"msg":"request completed"}
{"level":30,"time":1759230291282,"pid":57816,"hostname":"MacBookAir.net","reqId":"req-e","route":"/draft-flows","statusCode":200,"durationMs":0.093291,"msg":"request completed"}
{"level":30,"time":1759230291282,"pid":57816,"hostname":"MacBookAir.net","reqId":"req-f","route":"/draft-flows","statusCode":200,"durationMs":0.077959,"msg":"request completed"}
{"level":30,"time":1759230291282,"pid":57816,"hostname":"MacBookAir.net","reqId":"req-g","route":"/draft-flows","statusCode":200,"durationMs":0.072833,"msg":"request completed"}
{"level":30,"time":1759230291283,"pid":57816,"hostname":"MacBookAir.net","reqId":"req-h","route":"/draft-flows","statusCode":200,"durationMs":0.254083,"msg":"request completed"}
{"level":30,"time":1759230291284,"pid":57816,"hostname":"MacBookAir.net","reqId":"req-i","route":"/draft-flows","statusCode":200,"durationMs":0.207959,"msg":"request completed"}
{"level":30,"time":1759230291284,"pid":57816,"hostname":"MacBookAir.net","reqId":"req-j","route":"/draft-flows","statusCode":200,"durationMs":0.08575,"msg":"request completed"}
{"level":30,"time":1759230291284,"pid":57816,"hostname":"MacBookAir.net","reqId":"req-k","route":"/draft-flows","statusCode":200,"durationMs":0.081417,"msg":"request completed"}
{"level":30,"time":1759230291285,"pid":57816,"hostname":"MacBookAir.net","reqId":"req-l","route":"/draft-flows","statusCode":200,"durationMs":0.070875,"msg":"request completed"}
{"level":30,"time":1759230291285,"pid":57816,"hostname":"MacBookAir.net","reqId":"req-m","route":"/draft-flows","statusCode":200,"durationMs":0.0615,"msg":"request completed"}
{"level":30,"time":1759230291285,"pid":57816,"hostname":"MacBookAir.net","reqId":"req-n","route":"/draft-flows","statusCode":200,"durationMs":0.062584,"msg":"request completed"}
{"level":30,"time":1759230291286,"pid":57816,"hostname":"MacBookAir.net","reqId":"req-o","route":"/draft-flows","statusCode":200,"durationMs":0.152042,"msg":"request completed"}
{"level":30,"time":1759230291290,"pid":57816,"hostname":"MacBookAir.net","reqId":"req-p","route":"/draft-flows","statusCode":200,"durationMs":1.171625,"msg":"request completed"}
{"level":30,"time":1759230291291,"pid":57816,"hostname":"MacBookAir.net","reqId":"req-q","route":"/draft-flows","statusCode":200,"durationMs":0.235875,"msg":"request completed"}
{"level":30,"time":1759230291292,"pid":57816,"hostname":"MacBookAir.net","reqId":"req-r","route":"/draft-flows","statusCode":200,"durationMs":0.249583,"msg":"request completed"}
{"level":30,"time":1759230291292,"pid":57816,"hostname":"MacBookAir.net","reqId":"req-s","route":"/draft-flows","statusCode":200,"durationMs":0.104667,"msg":"request completed"}
{"level":30,"time":1759230291293,"pid":57816,"hostname":"MacBookAir.net","reqId":"req-t","route":"/draft-flows","statusCode":200,"durationMs":0.191833,"msg":"request completed"}
{"level":30,"time":1759230291293,"pid":57816,"hostname":"MacBookAir.net","reqId":"req-u","route":"/draft-flows","statusCode":200,"durationMs":0.094125,"msg":"request completed"}
{"level":30,"time":1759230291293,"pid":57816,"hostname":"MacBookAir.net","reqId":"req-v","route":"/draft-flows","statusCode":200,"durationMs":0.182792,"msg":"request completed"}
{"level":30,"time":1759230291293,"pid":57816,"hostname":"MacBookAir.net","reqId":"req-w","route":"/draft-flows","statusCode":200,"durationMs":0.081625,"msg":"request completed"}
{"level":30,"time":1759230291294,"pid":57816,"hostname":"MacBookAir.net","reqId":"req-x","route":"/draft-flows","statusCode":200,"durationMs":0.075084,"msg":"request completed"}
{"level":30,"time":1759230291294,"pid":57816,"hostname":"MacBookAir.net","reqId":"req-y","route":"/draft-flows","statusCode":200,"durationMs":0.066834,"msg":"request completed"}
{"level":30,"time":1759230291294,"pid":57816,"hostname":"MacBookAir.net","reqId":"req-z","route":"/draft-flows","statusCode":200,"durationMs":0.163459,"msg":"request completed"}
{"level":30,"time":1759230291294,"pid":57816,"hostname":"MacBookAir.net","reqId":"req-10","route":"/draft-flows","statusCode":200,"durationMs":0.0645,"msg":"request completed"}
{"level":30,"time":1759230291294,"pid":57816,"hostname":"MacBookAir.net","reqId":"req-11","route":"/draft-flows","statusCode":200,"durationMs":0.05725,"msg":"request completed"}
{"level":30,"time":1759230291295,"pid":57816,"hostname":"MacBookAir.net","reqId":"req-12","route":"/draft-flows","statusCode":200,"durationMs":0.063166,"msg":"request completed"}
{"level":30,"time":1759230291295,"pid":57816,"hostname":"MacBookAir.net","reqId":"req-13","route":"/draft-flows","statusCode":200,"durationMs":0.070167,"msg":"request completed"}
{"level":30,"time":1759230291296,"pid":57816,"hostname":"MacBookAir.net","reqId":"req-14","route":"/draft-flows","statusCode":200,"durationMs":0.221042,"msg":"request completed"}
{"level":30,"time":1759230291296,"pid":57816,"hostname":"MacBookAir.net","reqId":"req-15","route":"/draft-flows","statusCode":200,"durationMs":0.210125,"msg":"request completed"}
{"level":30,"time":1759230291296,"pid":57816,"hostname":"MacBookAir.net","reqId":"req-16","route":"/draft-flows","statusCode":200,"durationMs":0.067625,"msg":"request completed"}
{"level":30,"time":1759230291297,"pid":57816,"hostname":"MacBookAir.net","reqId":"req-17","route":"/draft-flows","statusCode":200,"durationMs":0.090583,"msg":"request completed"}
{"level":30,"time":1759230291297,"pid":57816,"hostname":"MacBookAir.net","reqId":"req-18","route":"/draft-flows","statusCode":200,"durationMs":0.099917,"msg":"request completed"}
{"level":30,"time":1759230291297,"pid":57816,"hostname":"MacBookAir.net","reqId":"req-19","route":"/draft-flows","statusCode":200,"durationMs":0.063,"msg":"request completed"}
{"level":30,"time":1759230291297,"pid":57816,"hostname":"MacBookAir.net","reqId":"req-1a","route":"/draft-flows","statusCode":200,"durationMs":0.060625,"msg":"request completed"}
{"level":30,"time":1759230291298,"pid":57816,"hostname":"MacBookAir.net","reqId":"req-1b","route":"/draft-flows","statusCode":200,"durationMs":0.066458,"msg":"request completed"}
{"level":30,"time":1759230291298,"pid":57816,"hostname":"MacBookAir.net","reqId":"req-1c","route":"/draft-flows","statusCode":200,"durationMs":0.076333,"msg":"request completed"}
{"level":30,"time":1759230291298,"pid":57816,"hostname":"MacBookAir.net","reqId":"req-1d","route":"/draft-flows","statusCode":200,"durationMs":0.056708,"msg":"request completed"}
{"level":30,"time":1759230291298,"pid":57816,"hostname":"MacBookAir.net","reqId":"req-1e","route":"/draft-flows","statusCode":200,"durationMs":0.056459,"msg":"request completed"}
{"level":30,"time":1759230291298,"pid":57816,"hostname":"MacBookAir.net","reqId":"req-1f","route":"/draft-flows","statusCode":200,"durationMs":0.05625,"msg":"request completed"}
{"level":30,"time":1759230291299,"pid":57816,"hostname":"MacBookAir.net","reqId":"req-1g","route":"/draft-flows","statusCode":200,"durationMs":0.055875,"msg":"request completed"}
{"level":30,"time":1759230291299,"pid":57816,"hostname":"MacBookAir.net","reqId":"req-1h","route":"/draft-flows","statusCode":200,"durationMs":0.07475,"msg":"request completed"}
{"level":30,"time":1759230291299,"pid":57816,"hostname":"MacBookAir.net","reqId":"req-1i","route":"/draft-flows","statusCode":200,"durationMs":0.078041,"msg":"request completed"}
{"level":30,"time":1759230291300,"pid":57816,"hostname":"MacBookAir.net","reqId":"req-1j","route":"/draft-flows","statusCode":200,"durationMs":0.067417,"msg":"request completed"}
{"level":30,"time":1759230291300,"pid":57816,"hostname":"MacBookAir.net","reqId":"req-1k","route":"/draft-flows","statusCode":200,"durationMs":0.06775,"msg":"request completed"}
{"level":30,"time":1759230291300,"pid":57816,"hostname":"MacBookAir.net","reqId":"req-1l","route":"/draft-flows","statusCode":200,"durationMs":0.155167,"msg":"request completed"}
{"level":30,"time":1759230291300,"pid":57816,"hostname":"MacBookAir.net","reqId":"req-1m","route":"/draft-flows","statusCode":200,"durationMs":0.06925,"msg":"request completed"}
